CFG,ITM_DESC,CHANNEL_ID,PRODUCT_ID,PRODUCT_NAME,SCHEDULER_NAME,DMND_WEEK_STRT_DATE,VRSN_WEEK_STRT_DATE,MRP_FCST_QTY,SUPPLY_CHAIN_TYPE,,LEAD_TIME
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
,,,,,,,,,,,20:00
